year,NAIC_no,DD_L,DC_L,Value_L,D_L,C_L,Reserve_L,ResVar_L
2001,61832,2.3044246378092048e8,11297.749767097272,1.650420482762929e7,13.962651711347057,0.000684537660862278,2.2698895e7,6.774418e6
2001,61409,4.77075043602857e9,34723.35994383053,2.823847676847942e8,16.894503464697557,0.0001229647060233423,3.33988171e8,3.3180285e7
2001,90212,2.2920983130526318e10,62612.99913507973,1.2574780737549462e9,18.227739798342675,4.979251761274175e-5,1.505570901e9,5.9610282e7
2001,70661,4.823602706511621e9,13722.317486515607,2.3445961399920496e8,20.573277522021247,5.8527425053946126e-5,2.60929212e8,6.9830422e7
2001,69396,7.800677636881611e9,12274.409070486587,3.4749436621001685e8,22.44835714017613,3.532261315300934e-5,4.36396618e8,1.6693472e7
2001,60275,7.750867470917232e9,18434.40274585067,5.130080940811631e8,15.108665068530021,3.593394131308611e-5,6.84922397e8,1.303203e7
2001,64505,8.541562466517832e9,8505.373120932903,4.8690803914721626e8,17.542455206691088,1.7468130400618237e-5,6.36130386e8,3.9086703e7
2001,81442,1.135940859052095e8,8985.48084931355,8.348917238340767e6,13.60584644240464,0.001076245049843049,1.1546164e7,9.607015e6
2001,62537,1.818068011628086e9,10381.402713089497,1.0049975396151859e8,18.090273259019373,0.0001032977923216065,1.37683423e8,7.090955e6
2001,63665,9.996927548411852e10,28297.101986924405,5.97838698050706e9,16.721780609063142,4.733233576078137e-6,6.762734705e9,1.26999714e8
2001,68276,5.008455976654218e10,25723.079190737044,2.941040417794664e9,17.029538072141843,8.746251508513938e-6,3.547436259e9,6.0880601e8
2001,97780,6.02943242995608e8,12328.657102988685,4.369122917259619e7,13.800097969635134,0.0002821769342832179,4.5351005e7,2069.0
2001,68845,5.161719979423317e9,14056.05670579539,3.4372056701070297e8,15.017198488627503,4.089384824434351e-5,4.30250672e8,2.59903707e8
2001,90611,6.0987567032736e10,17980.982084645308,6.104477488452341e9,9.990628542427157,2.945539912082467e-6,5.966523892e9,3.446136186e9
2001,64130,3.600699916042541e10,36249.193520369176,2.0690227367724261e9,17.402901631035025,1.751995900099007e-5,2.675027845e9,5.548100307e9
2001,69493,6.318698366478754e8,7488.839494902583,2.4265408852253273e7,26.03994189816424,0.00030862201995031184,3.6045675e7,5.202061e6
2001,76627,8.22241667534989e7,7851.986463888859,6.014268770822462e6,13.671515172783772,0.001305559622140912,8.251141e6,4.622942e6
2001,68772,1.851730281767948e10,33083.20528970256,1.0165245583171421e9,18.216286725364416,3.254540681680318e-5,1.257806877e9,2.9502079e7
2001,60615,8.086150834232916e8,3920.775220721758,4.140829555553019e7,19.527852392255706,9.468574275084182e-5,5.6528355e7,2.5621274e7
2001,66311,9.720400673441969e8,10567.212115123732,5.3208773645663664e7,18.268417043725925,0.00019859905408635412,6.874075e7,9.4645997e7
2001,66346,1.4282439685348537e10,25975.418438174085,8.895780585646313e8,16.055296719428767,2.9199706746461833e-5,1.002830484e9,1.66254673e8
2001,62146,9.700836742423532e9,32169.42541905589,6.343490647167307e8,15.292584606797602,5.071249759534395e-5,8.59870186e8,2.8822756e7
2001,64645,2.1270346841153038e10,18337.055217479414,1.1873443886975825e9,17.91421852297195,1.544375447598117e-5,1.479401817e9,1.98864519e8
2001,64734,1.6880510383661387e9,14916.366185566054,7.45017442916722e7,22.657872703724454,0.00020021499264727153,1.0049542e8,3.4108746e7
2001,70580,1.2882807438241763e9,13243.003886720722,8.93277550849652e7,14.42195365369713,0.000148251838122703,1.10717847e8,4.734327e6
2001,62103,3.847799651876179e9,25717.848219923213,2.3936679127267334e8,16.07491010519074,0.00010744117044467906,3.05512825e8,4.3250373e7
2001,76236,1.0241531373938005e10,26820.88561617747,4.511662831616627e8,22.700125776615806,5.9447894528428146e-5,5.91767639e8,1.07084273e8
2001,70319,2.0210971574930818e9,23969.423468533394,1.5098668522948188e8,13.38592972235435,0.0001587519020773435,2.01039173e8,3.57979663e8
2001,68322,9.54620617830663e10,38159.81087942491,6.119881842151313e9,15.598677269479547,6.2353836011334904e-6,7.373567352e9,3.703353381e9
2001,97055,1.9724516794026215e9,23421.834422396194,1.0664254220088167e8,18.495917658143693,0.00021962937059655496,1.33736969e8,9.0984033e7
2001,60445,3.402325626162804e9,65397.43808254213,1.7028583840738654e8,19.980085590107535,0.0003840450779358841,2.1670866e8,3.35447911e8
2001,60097,3.1408049216518272e10,30845.971349098647,1.1910701513050172e9,26.36960483150844,2.5897694871541955e-5,1.702481659e9,1.57334756e8
2001,60291,1.304893057034213e9,22212.280072077567,8.201542522265393e7,15.910337031012325,0.0002708305176956175,1.11782567e8,5.078621e6
2001,77720,7.070915821640701e9,33016.11811935682,7.231532671318253e8,9.777893764741476,4.565576845183254e-5,7.44586022e8,3.944526e6
2001,60879,7.0948099007483015e9,9468.821114388367,3.701157265098874e8,19.169166270374,2.5583406583874013e-5,4.42734023e8,3.854439e6
2001,60941,4.343078048459528e10,17023.363582291873,4.262193529652648e9,10.189772046351617,3.994038155202964e-6,4.478058964e9,4.99048253e8
2001,69779,2.697176600914774e9,30381.57125222229,1.7878183035302493e8,15.086413398883398,0.0001699365712512868,2.2660983e8,1.0173763e7
2001,62928,3.917240369972791e8,9563.434414100602,2.826905601647639e7,13.85699037028212,0.0003383004515087675,3.5475481e7,1.34762417e8
2001,87793,1.8868742553643758e9,6562.965294466894,9.847350809523106e7,19.16123728972498,6.664701422153081e-5,1.30194101e8,9.254065e6
2001,78093,9.50966143640577e6,6605.450511387608,728167.1940638585,13.059722429038455,0.009071337688976312,980113.0,22515.0
2001,69930,1.9874996153177715e10,52036.26865833535,1.1617577579512203e9,17.10769393804403,4.479098013522389e-5,1.510307584e9,5.5686492e7
2001,65668,1.355403148924026e9,12261.86017054573,7.595225062988633e7,17.845463928763298,0.00016144169618221728,8.4762832e7,1.7809188e7
2001,68373,3.6725824409454126e9,7914.476220381721,2.5848676567572042e8,14.208009571959208,3.061849684912176e-5,3.64177632e8,5.9055107e7
2001,70435,5.766170955984097e9,3319.4905847200894,4.3626296999986875e8,13.2171908974668,7.608921253896676e-6,5.92092146e8,3.48380281e8
2001,69078,1.9024450890258536e8,16562.4584927323,1.4064614959511401e7,13.526464069599696,0.001177597718843465,1.9174693e7,5.613121e6
2001,70793,1.8559667159002755e7,2987.5510361367014,1.9980437015724517e6,9.288919528835319,0.0014952380840246445,2.446418e6,2.759646e6
2001,61212,6.2586637786443815e9,36403.52634103768,3.365543076159341e8,18.596296755133455,0.00010816538525063336,4.55141944e8,3.0780433e7
2001,67148,2.556622171116881e9,18398.962063279796,1.6465191782340798e8,15.52743633304595,0.00011174459615473778,2.01779692e8,1.8950619e7
2001,76325,1.1266852808150396e9,24302.46990806595,6.511492855603615e7,17.30302567782816,0.0003732242428424366,8.8882584e7,7.038835e6
2001,65927,3.9542731165766983e9,22339.45013095784,2.2910206623159754e8,17.259875397978092,9.750872394304406e-5,3.13967195e8,3.5667526e7
2001,62057,8.105382912464865e9,31405.63528318972,8.862009989398232e8,9.146212791636962,3.5438501334077484e-5,9.28197929e8,1.6887933e7
2001,60682,3.3891838934181843e10,32029.65334047606,3.703907392735833e9,9.150293282345855,8.647530821989007e-6,3.70689202e9,2.760318368e9
2001,99724,1.7220835153121528e8,21592.765828543204,1.0451637653921606e7,16.476685973379514,0.0020659696158181764,1.4508095e7,715118.0
2001,77798,3.82831490757411e7,4067.202899321328,4.363867782015025e6,8.77275641427976,0.0009320179030363034,4.348212e6,3.76027122e8
2001,68896,4.682288583803727e10,14598.474729355828,4.406646870724349e9,10.625513505315366,3.312830630096798e-6,4.937001396e9,4.4912577e7
2001,66427,8.466759808476726e9,20731.19072798531,6.439017464443753e8,13.149148694238157,3.219620204862454e-5,7.46915422e8,3.0123131e7
2001,67105,2.3507619443541683e10,66713.42549849697,1.4742951172647686e9,15.944989010853483,4.525106589396369e-5,1.797401112e9,1.995987512e9
2001,66230,1.2995419964098812e10,16648.481274427442,6.205390868843225e8,20.942145690367038,2.6829061418222894e-5,7.19566346e8,3.70970219e8
2001,60076,1.6443977617473838e9,34354.35338573604,9.716601061810124e7,16.92359037164222,0.000353563485494547,1.30501086e8,6.352504e7
2001,68136,4.445601791731956e10,67212.30160064327,2.6951849723557987e9,16.494607373260017,2.4937917912882454e-5,3.209591792e9,3.738962812e9
2001,70408,3.1128311842373165e10,91481.46324041852,1.626766275221192e9,19.13508554763999,5.62351609040947e-5,2.074869621e9,8.35877022e8
2001,66141,3.677357295632974e6,1326.2682391048427,195464.81951728603,18.813397238001517,0.006785201768687349,234964.0,551140.0
2001,90204,5.190028530456152e10,9334.963078036175,1.9214700015335202e9,27.010718493205744,4.858240342334757e-6,2.786829572e9,9.9505002e7
2001,65935,4.6084657272930554e11,38539.921247781545,2.4978299102818016e10,18.44987806544896,1.542936173881973e-6,3.0809990161e10,7.71125217e9
2001,73377,6.602790513611463e8,4395.610288999534,3.519172270627454e7,18.76233956695224,0.00012490466368149164,4.8436947e7,1.461021e6
2001,91693,1.0668729570338242e10,33408.99090211252,5.466886009879916e8,19.51518570362982,6.111155572246214e-5,7.2609414e8,1.984762e6
2001,66265,1.8063941749219844e9,8187.858871669681,1.159603111193677e8,15.577693414969463,7.060914887716392e-5,1.46953654e8,1.89729609e8
2001,67261,1.086224080198044e9,10061.971474515609,8.006007912032771e7,13.567611875145468,0.00012568025893894998,1.01492659e8,2.594616e6
2001,71153,2.9490892451837822e10,27850.413198814887,1.4231585955613606e9,20.72214055679805,1.9569437507300003e-5,1.708580716e9,2.935351641e9
2001,67911,4.342682626858746e9,20898.47464010953,3.3334052299940336e8,13.02776688469562,6.269407167200891e-5,3.96758228e8,1.4909229e7
2001,65781,2.9665598520392733e9,33512.5216096576,1.5386677373280334e8,19.280054946695895,0.00021780219859456867,2.09347011e8,8.7259264e7
2001,68500,6.410260069093842e7,3472.4332205026685,2.643375465731537e6,24.250282081360865,0.0013136360178563188,3.526463e6,4808.0
2001,62413,5.362655437834468e10,39863.008726387685,3.776788520553826e9,14.198982571171582,1.055473678482326e-5,3.959683266e9,4.36850568e8
2001,68810,4.67600690277651e9,19579.825858462074,2.923950205637215e8,15.992088010806158,6.696360909537122e-5,3.12779357e8,7.45852942e8
2001,89184,7.861948085433428e8,12949.617613468987,4.692462308610423e7,16.75441925448642,0.0002759663639643331,6.0662554e7,6.2411018e7
2001,67989,1.3698116274756208e10,52412.63745770034,4.939735951817753e8,27.73046253558451,0.00010610412776904246,7.24023371e8,1.32554456e8
2001,61301,8.282964066767615e9,12096.394113299091,5.752490334836555e8,14.398918702403972,2.1028099847546785e-5,7.01546395e8,2.78858e7
2001,61425,4.960208798043318e9,16459.81599529871,3.841368691557097e8,12.912607969511772,4.284883154141274e-5,4.40296405e8,2.5775994e7
2001,69272,3.9906297919791574e9,12181.504264713405,1.728202955421402e8,23.091210320295335,7.048653762858014e-5,2.4627693e8,3.745254e6
2001,65900,4.7969720145419556e10,31562.64790335624,2.964127348204217e9,16.18342078807156,1.064820913395577e-5,3.541371955e9,4.21655778e8
2001,61360,1.1861103954270674e10,51790.732297029484,7.43310879015293e8,15.957124117413384,6.967573562980764e-5,9.65371574e8,4.56839045e8
2001,71854,1.5132018595280652e9,7948.242541557841,6.0474189190909535e7,25.022276111070692,0.00013143198193970362,7.9429475e7,1.76481103e8
2001,85286,1.3949226610226747e8,7659.16183718747,9.027087294081228e6,15.452632898956022,0.0008484643592855624,1.2002604e7,1.0016373e7
2001,61751,1.814441535330384e9,14269.943422009783,6.192801244553901e7,29.299205055645015,0.0002304279252391495,9.3005573e7,221513.0
2001,69094,7.535196265262286e9,15702.604788081086,5.230344947872034e8,14.406690840396639,3.0022120805760033e-5,6.29941416e8,2.4343737e7
2001,80802,9.78963213748777e10,25247.168841783503,4.0878488483504376e9,23.94812651020148,6.176150287937248e-6,5.322813901e9,1.44314688e8
2001,70114,1.3352677718167162e9,23832.008160321628,9.982239229255727e7,13.376435298237922,0.00023874410954282985,1.38984572e8,5.28005332e8
2001,61735,9.854983916746516e8,18283.54372863392,6.327448873535558e7,15.57497202065877,0.00028895600887593914,8.4012684e7,1.2838346e7
2001,69868,5.5622083358654625e10,44888.20011164016,3.5000693846959243e9,15.891708776363846,1.2824945787621839e-5,3.714012568e9,3.287704952e9
2001,61395,1.1614286284085255e10,6938.455867757128,7.16110612874539e8,16.218564667634734,9.689083980902724e-6,8.99612288e8,8.3639824e8
2001,63177,4.106566380704277e10,43115.30048582111,3.3813113297596846e9,12.14489285432388,1.2751059065858153e-5,3.791310274e9,6.9207432e7
2001,67865,9.38108648685625e10,18188.024000382717,7.840329540924622e9,11.965168604060901,2.3198035115036474e-6,8.854783061e9,2.20108368e8
2001,69892,1.4637860566271038e10,22839.296712973915,9.18007002520463e8,15.9452602497384,2.487921840494328e-5,1.014622566e9,2.9967656e7
2001,61476,5.831384483806097e9,6726.33190209534,2.9860239202394235e8,19.52892756243737,2.2526048289512743e-5,4.00116282e8,5.3824194e7
2001,88536,6.646961671645548e9,18013.00094256637,3.88380271593711e8,17.114570841535972,4.6379804176587976e-5,4.28982495e8,8.603739e6
2001,63274,6.5223392362254845e10,28116.793785036014,5.7754644480016775e9,11.293185673547393,4.8683173514754265e-6,5.495420393e9,6.1728383e7
2001,70483,2.7469482440354996e10,17810.862047874285,2.0981178291338396e9,13.092440309558377,8.488971305880897e-6,2.938187003e9,3.45541096e8
2001,60577,8.111327643657767e9,7665.924544330122,5.044219118254027e8,16.080442687956367,1.5197445560183269e-5,6.5113226e8,1.3739865e7
2001,60534,1.4966195749605791e10,22901.16253189055,8.547085053236538e8,17.510292288408337,2.6794120322013798e-5,1.10503405e9,3.84112358e8
2001,66869,8.452857573012679e10,61267.02799995544,4.1769829082741895e9,20.23675403667179,1.4667770815770284e-5,4.757683772e9,1.3519129904e10
2001,64211,1.4840859999821103e9,14031.202930896088,1.015563999262431e8,14.6134167916542,0.00013816168100766143,1.28281557e8,1.244471e6
2001,67180,8.324581501819473e9,27237.733632868378,3.4120735113826144e8,24.397427177488478,7.982751116587553e-5,4.81877598e8,1.9834927e7
2001,60607,3.527172473327312e10,47950.50557577728,2.744622962542581e9,12.851209515713544,1.7470707718395166e-5,2.178329593e9,3.416380518e9
2001,67466,2.280962076044428e11,43801.929179629704,1.7841792665382084e10,12.784377213788124,2.4550183942344158e-6,2.0447085832e10,1.09618102e8
2001,88323,7.435711286807227e8,24419.26459059827,5.642669877507401e7,13.177647192239936,0.00043276082281434587,7.1869269e7,1.0122381e7
2001,67660,1.3164826407608602e9,15656.956559071543,7.667411606158602e7,17.169844380122203,0.00020420133107886885,1.01357904e8,1.8099488e7
2001,77828,1.7691532175887698e8,10862.239716447611,7.472533311430425e6,23.67541426523411,0.0014536221203366323,1.005839e7,6.323019e6
2001,68284,5.811757058848011e8,13161.497720864,3.807611606983793e7,15.263523853610181,0.0003456628217206719,4.9312405e7,855181.0
2001,68225,3.029028656896966e10,27873.961642173956,2.241593347227412e9,13.512837467346694,1.2434887744760115e-5,2.646665083e9,8.0535208e7
2001,66850,1.024718979649741e10,35613.985813856205,5.683057373756567e8,18.031121494245795,6.266694751018315e-5,6.41624024e8,2.215103246e9
2001,60488,7.242930205580077e10,41455.71057636922,3.882707890428874e9,18.654326851201883,1.0677009897798448e-5,4.809987345e9,1.124608126e9
2001,66443,7.497873686888115e8,9062.206580626298,4.194439022212659e7,17.875748454516387,0.0002160528865155795,4.5060357e7,3.2431364e7
2001,68446,6.68314122273817e9,20853.769033915887,6.973670203252542e8,9.583391568504531,2.9903577923988465e-5,6.5211668e8,3.48854222e8
2001,65323,1.5792571719106615e10,52920.90033778666,1.0558497395853466e9,14.957215148159884,5.0121620864887236e-5,1.316839646e9,3.2244344e7
2001,60763,1.626229537677625e9,24534.49699913754,8.390474198931356e7,19.381854935979042,0.00029240894396960726,1.18571098e8,2.8222271e7
2001,68039,8.74850816403276e9,93355.79885866746,7.472036891262922e8,11.708331063330832,0.00012494022743360475,6.2125151e8,1.904566607e9
2001,67369,1.9983627977205414e8,11195.050826736166,1.1334880980084674e7,17.630205391937103,0.0009876637298976327,1.5387002e7,6.0696445e7
2001,61158,3.694277738910849e8,9279.960168475955,1.8485700621196527e7,19.984515678431066,0.0005020074899317118,2.1278804e7,3.593147e6
2001,70254,1.408740806638684e11,54921.630764799746,8.555451598110703e9,16.466001712285717,6.4194893904756666e-6,9.363870233e9,9.1302076e7
2001,91472,1.811240959197674e10,18919.837843415902,8.864672993353493e8,20.432123785679366,2.134296195426669e-5,1.161197314e9,3.857496e6
2001,66974,2.128953590776732e10,19935.296940036744,1.448483177882295e9,14.697813708056282,1.37628777775538e-5,1.559386337e9,2.5917188e7
2001,67687,3.235297362204447e8,9890.370874857408,1.5234558984405002e7,21.23656723844969,0.0006492062477805743,2.0293902e7,465733.0
2001,74365,2.9959802784755945e8,6194.364341682081,1.037412210582112e7,28.879362011697282,0.0005970976896643913,1.5881911e7,1.0384e6
2001,87572,3.031005780755782e9,34280.3832536238,1.5621020709779188e8,19.403378544004422,0.00021945034124539207,1.92217834e8,2.11531775e8
2001,68241,7.602471615585709e11,59780.11547935468,5.528828903741363e10,13.750600259018887,1.0812437230405418e-6,6.1137135472e10,1.7126955044e10
2001,65870,4.1922689566734233e9,37361.95061757164,2.549174713250949e8,16.44559290064134,0.00014656488793553165,2.87274127e8,1.1600741e7
2001,63290,4.1109760461220994e9,20232.684469505457,3.502685134268257e8,11.7366417149594,5.77633549517783e-5,3.27969305e8,1.55372e6
2001,68950,4.547893003672352e10,45803.68941752697,1.669629310725346e9,27.238938454527887,2.7433448324902864e-5,2.398793058e9,1.14930518e8
2001,72222,3.732219934888199e9,22061.68656157174,3.299601730867669e8,11.311122490855185,6.686166501606956e-5,3.37109407e8,1.0946872e7
2001,87645,4.1296864294929585e9,64422.4455306377,2.5488141013991666e8,16.20238379576594,0.0002527545869087633,3.46113421e8,9.37824e6
2001,71773,4.627398121449166e8,8711.99563502542,3.034747499031673e7,15.248049872108556,0.00028707481059973665,4.0307254e7,3.597944e6
2001,62308,1.5734724961413263e11,61738.01426093093,8.837502156574333e9,17.804493489948396,6.985912214460193e-6,1.0015234618e10,5.440520546e9
2001,60054,9.887052729849388e10,43804.02842083922,9.001574963072973e9,10.983692043235653,4.866262692977155e-6,7.687453932e9,1.152311205e9
2001,70130,2.294585577540312e9,58406.179765045126,1.4219040880112368e8,16.137414589964795,0.00041076033367859314,1.80971161e8,3.0510466e7
2001,60003,3.200306661744785e9,40643.29076920773,1.8447428499785796e8,17.348253507430293,0.00022031954626998372,2.629562e8,7.0038587e7
2001,92916,2.37455538295614e9,16027.008341477242,1.0504679397308348e8,22.604739213312698,0.00015257018072901778,1.45705178e8,2.70877252e8
2001,86355,1.5369995054527705e9,40211.277533209155,8.713363668641458e7,17.639565659175698,0.0004614897192679516,1.14567605e8,2.678073e7
2001,65315,3.5874893162931366e10,27612.69634883842,2.442371999639481e9,14.688545875987305,1.1305688221497108e-5,2.45951732e9,1.16134797e8
2001,68195,4.461569947774719e10,25501.26700097002,3.036488587974455e9,14.693188591072198,8.398275265042608e-6,3.047596968e9,1.88110024e8
2001,63401,6.471115493240689e10,16779.75197097251,4.29808233259274e9,15.055820229802592,3.904008967843673e-6,4.015648626e9,4.8001613e7
2001,62944,1.5046262651364642e11,42980.25618893928,1.1088269943561304e10,13.569531340731519,3.876191363279075e-6,1.2035741719e10,1.9213805127e10
2001,87963,5.756361530463327e7,6930.260882493721,3.101246725928648e6,18.561443313542306,0.0022346693104265992,4.137598e6,100144.0
2001,81027,2.5570322560727153e9,8779.010521121885,1.421876416231069e8,17.98350564707005,6.174243007976868e-5,1.69527711e8,4.912225e6
2001,69701,5.504323417441049e8,5221.778538953506,3.1094108064698875e7,17.702142817500864,0.00016793466235108986,4.4482303e7,5.314036e6
2001,60380,2.456256745222467e10,12671.603270133426,1.3396548871067138e9,18.33499634019405,9.458856450335956e-6,1.821110226e9,5.421705e6
2001,64513,1.991448471007589e10,17562.793112707837,1.6936690188452172e9,11.758191528858482,1.0369672537720833e-5,1.885409167e9,1.32567492e8
2001,63495,1.0168711848079461e9,13086.592025995013,6.38652585638699e7,15.922133686987284,0.00020490940333244668,8.7844036e7,4.8719436e7
2001,65242,5.829056310049831e9,12743.378753339644,5.061748996951023e8,11.515893643799803,2.517584092181517e-5,6.14041985e8,4.16851911e8
2001,88099,7.103387937312315e8,12570.460615529697,2.8603874212825358e7,24.833656743348804,0.000439467063866942,3.7797906e7,3.630715e6
2001,68586,3.39529659583965e8,15330.202353112276,2.558173047664557e7,13.272349182708071,0.0005992636959062538,3.5166316e7,6.707034e6
2001,66370,8.493547352474329e10,30681.771528285048,5.744742517290992e9,14.784905201425062,5.34084363849843e-6,7.096682341e9,4.01092306e8
2001,70335,2.6266127685260944e10,42220.056567517524,1.0038348478459623e9,26.165785877650126,4.205876759320888e-5,1.527379685e9,4.9382949e7
2001,65722,2.3238192487123876e9,24033.64480866328,1.2944366111591043e8,17.95236034487252,0.00018566876586673746,1.76132569e8,6.881589e6
2001,82627,5.44941049929956e10,34261.07038060832,2.33071168120096e9,23.380886375836965,1.469983209718776e-5,2.989046458e9,3.10021375e8
2001,86231,2.8162983106598854e10,26902.40670573052,1.6101954522651591e9,17.490412773791085,1.6707541104954234e-5,2.148839971e9,8.912266513e9
2001,70688,1.0577469781435665e10,35405.81868670787,5.2647848198388207e8,20.090982145324393,6.7250267386601e-5,6.53191414e8,4.11083654e9
2001,61115,3.5719109529596704e8,5001.337819939462,2.7034579145651553e7,13.212378612278874,0.00018499780569892522,3.5947875e7,586806.0
2001,62979,1.4547681739725048e10,15867.385880238888,9.156790021529709e8,15.887316085134767,1.7328546185869757e-5,1.186391747e9,2.480097115e9
2001,80314,1.547956198076725e9,7438.633166551578,9.04509933398276e7,17.1137556473371,8.223937506804784e-5,1.18249795e8,7.5721793e7
2001,88668,9.973928409830223e9,8440.054387808415,9.528299187438055e8,10.46769020748181,8.857881371877613e-6,8.31024745e8,3.411010137e9
2001,67121,2.0003743288443707e11,62988.12225275784,1.3838271591748936e10,14.455376999806054,4.551733345825824e-6,1.3088482808e10,1.838118629e9
2001,64017,6.149973050137135e9,39020.970532784035,3.817382819019167e8,16.110443572744167,0.00010221917052272487,4.9633911e8,8.07612928e8
